name,about,link,investor,exit
Recorded Future,Recorded Future arms organizations with real-time threat intelligence- allowing them to proactively defend against cyber attacks. With billions of indexed facts from the open Web- and more added every day- the company gives unmatched insight into emerging threats.,https://www.recordedfuture.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
Relay Therapeutics,Relay Therapeutics is expanding therapeutic possibilities for multiple diseases by building the first dedicated drug discovery pipeline centered on protein motion.,https://relaytx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Republic Project,Republic Project is a cloud-based ad platform that enables agencies and brands to improve brand engagement and purchasing behavior.,https://www.republicproject.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,* Acquired by Digital Generation- 2013
Reserve,Reserve is a personal dining concierge in your pocket- helping you book a table at a restaurant and pay the bill all on your phone.,https://reserve.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Resy- 2018
Resolution Games,Resolution Games is the first virtual reality games studio that solely focuses on creating accessible- fun games that everyone can enjoy.,https://www.resolutiongames.com,,No Exit Yet
RetailMeNot,RetailMeNot is the worlds leading digital coupon marketplace. The companys websites enable consumers across the globe to save money with hundreds of thousands of digital coupons from retailers. (Initial public offering on July 19- 2013. (SALE)),https://retailmenot.com,<a href='/team/karim-faris'>Karim Faris</a>,* NASDAQ: SALE
RightHand Robotics,RightHand Robotics is a leader in providing end-to-end solutions that reduce the cost of e-commerce order-fulfillment of electronics- apparel- grocery- pharmaceuticals- and countless other industries.,https://www.righthandrobotics.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Ripple Foods,Ripple produces a revolutionary plant-based milk that is dairy-free and delicious.,https://ripplefoods.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Ripple Labs,Ripple Labs is a company committed to minimizing the costs of payments. The company created the Ripple Protocol- an open payment protocol that enables free- instant payments across the globe in any currency  including dollars- yen- euros- bitcoins- and even loyalty points.,https://www.ripplelabs.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Ripcord,Ripcord is a robotic digitization company that builds robots to digitize records and make them accessible anywhere- anytime.,https://www.ripcord.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Rise,Rise is a mobile platform that connects people with personal nutrition coaches to help achieve health goals.,https://rise.us,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by One Medical Group- 2016
Robinhood,Robinhood is your stock market companion. With Robinhood you can monitor investor sentiment and learn from the wisdom of the crowd.,https://www.robinhoodapp.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Rocana,Rocana is working on the next generation of IT Operations Analytics. Rocana increases IT operator efficiency and speeds time to resolution for complex shared infrastructure.,https://www.rocana.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Splunk- 2017
Rockbot,Rockbot is a social jukebox service for businesses that lets customers discover whats playing- see other DJs- and vote on the queue right from their phones.,https://www.rockbot.com,,No Exit Yet
Rocket Lawyer,Rocket Lawyer is the only complete legal service on the Internet- providing over a million businesses and individuals a simple and affordable way to manage their legal needs.,https://www.rocketlawyer.com,,No Exit Yet
Rocketrip,Rocketrip motivates employees to spend less on business travel.,https://www.rocketrip.com,<a href='/team/erik-nordlander'>Erik Nordlander</a><a href='/team/brian-bendett'>Brian Bendett</a>,No Exit Yet
Rodin Therapeutics,Rodin Therapeutics develops novel therapeutics for neurological disorders by applying insights of epigenetics.,https://rodintherapeutics.com,<a href='/team/ben-robbins'>Ben Robbins</a>,No Exit Yet
SambaNova Systems,SambaNova Systems is creating a next-generation computing platform built upon technology from Stanfords hardware and software labs.,https://www.sambanovasystems.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Savioke,Savioke is creating autonomous robots for the services industry. Savioke aims to improve the lives of people by developing and deploying robotic technology in the places people live and work.,https://www.savioke.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Segment,Segment provides data infrastructure that helps businesses put their customers first.,https://segment.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Scalus,Scalus offers an all-in-one solution for workflow- process automation- and communication.,https://www.scalus.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Scalyr,Scalyr replaces server monitoring tools with an integrated platform that aggregates log data and metrics from multiple sources- making it easier to detect and resolve incidents quickly.,https://www.scalyr.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Scan,Scan connects the real world with the digital universe through QR codes and other mobile technologies.,https://www.scan.me,<a href='/team/david-krane'>David Krane</a>,* Acquired in 2014
Scandit,Scandit helps enterprises and consumers augment the physical world with real-time data captured by barcode scanning & text and object recognition with smart devices.,https://scandit.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Schematic Labs,Schematic Labs makes SoundTracking- which combines music identification- photo-sharing- and location check-ins to enable you to share the soundtrack to your life.,https://www.schematiclabs.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Rhapsody- 2014
Schrdinger,Schrdinger is a scientific leader in computational chemistry- providing software solutions and services for life sciences and materials research.,https://schrodinger.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Science 37,Science 37 is focused on making clinical trials better for patients and accelerating biomedical discovery.,https://www.science37.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
ScoutRFP,Scout RFP makes the enterprise buying process painless for both buyers and suppliers with an intuitively designed cloud-based platform.,https://www.scoutrfp.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Secret Escapes,Secret Escapes offers exclusive rates for luxury hand-picked hotels and vacations.,https://www.secretescapes.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Security&#8203;Scorecard,SecurityScorecard provides the most accurate rating of security risk for any organization worldwide.,https://www.securityscorecard.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Seedling,Seedling merges modern technology and classic materials to reimagine play for kids aged 2-12.,https://www.seedling.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Sense,Make happy talent your competitive advantage. Personalize- automate- and optimize each step of the candidate journey.,https://sensehq.com,,No Exit Yet
Shape Security,Shape Security is developing a new class of web security products to dramatically alter the economics of web hacking.,https://www.shapesecurity.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Signpost,Signpost is cloud-based CRM software that gives local businesses the power to effortlessly build and manage customer relationships.,https://www.signpost.com,,No Exit Yet
Silver Spring Networks,Silver Spring Networks is a leading smart grid solutions provider. Its hardware- software- and services help utilities reduce carbon emissions and empower their customers with new ways to monitor and manage their energy consumption.,https://www.silverspringnetworks.com,,* NYSE: SSNI
Skycatch,Skycatch is a platform for capturing data at scale using small autonomous aerial robots.,https://www.skycatch.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Skyport Systems,Skyport Systems offers a new approach to enterprise security by providing simple and effective secure-computing infrastructure for enterprise applications.,https://skyportsystems.net,<a href='/team/dave-munichiello'>Dave Munichiello</a>,* Acquired by Cisco- 2018
Slack,Slack is a messaging and search platform that brings team communication into one place- creating a single unified archive accessible through powerful search.,https://slack.com,<a href='/team/mg-siegler'>M.G. Siegler</a><a href='/team/dave-munichiello'>Dave Munichiello</a>,* NYSE: WORK
Smarterer,Smarterer is a platform designed to score individuals on digital- social- and technical skills. Using crowdsourced test design and a scoring mechanism similar to the one developed to rank chess masters- Smarterer can identify someone's skill in just 60 seconds with 10 questions.,https://www.smarterer.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Pluralsight- 2014
Snowball,Snowball makes it easier to keep track of all of your conversations by showing messages from your favorite social apps in one place.,https://www.trysnowball.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Credit Karma- 2015
Snyk,Snyk is a network security company that helps developers use open source code and stay secure.,https://snyk.io,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Sold,Sold is a new mobile service that reinvents the selling process for online marketplaces. Sold makes selling easy through smart pricing analytics and a refined user experience.,https://www.usesold.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Dropbox- 2013
Soylent,Soylent provides complete nutrition in a one-step process that's good for the body and the planet.,https://www.soylent.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Space Monkey,Space Monkey gives consumers all the benefits of a traditional cloud service at a fraction of the cost  with the speed and space of local data storage.,No Link,,* Acquired by Vivint- 2014
Spero Therapeutics,Spero combats the increasing threat of multi-drug resistant bacterial infections in the hospital and community setting.,https://sperotherapeutics.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* NASDAQ: SPRO
SpinLaunch,SpinLaunch is developing a kinetic energy launch system for the rapidly growing small satellite industry.,https://spinlaunch.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Spring,Spring is an e-commerce platform that makes mobile shopping easier.,https://www.shopspring.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by ShopRunner- 2018
Spruce Finance,Spruce Finance provides homeowners with simple- affordable financing for residential solar systems- water conservation upgrades- and energy efficiency home improvements.,https://www.sprucefinance.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Spruce Health,Spruce Health makes personalized dermatology care accessible through a mobile app that allows users to make appointments- see their doctors- and view individualized care plans.,https://www.sprucehealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
SpyBiotech,SpyBiotech's research is currently focused on developing vaccines to combat two viral diseases with huge unmet medical need and significant commercial potential.,https://www.spybiotech.com,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Stamped,Stamped is a new way for friends to put their stamp of approval on only what they like bestrestaurants- books- movies- music- and more.,https://www.stamped.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Yahoo!- 2012
StockX,StockX is the worlds first stock market for things  a live bid/ask marketplace. Buyers place bids- sellers place asks and when a bid and ask meet- the transaction happens automatically.,https://stockx.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Stripe,Stripe is the best way to accept payments online and in mobile apps.,https://stripe.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
Subtext,Subtext is a digital reading company with a vision to power the largest community of readers- authors- and experts in the pages of ebooks. The service's social networking and enrichment features lay over standard ebooks to transform reading into a social activity and connect books to the Web.,https://www.subtext.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Renaissance Learning- 2013
SweetLabs,SweetLabs makes Pokki- an application platform that brings media-rich HTML5 web apps to the desktop- and the OpenCandy Software Network- which offers software recommendations through the download and installation process.,https://www.sweetlabs.com,<a href='/team/joe-kraus'>Joe Kraus</a><a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Swell,Swell provides instant access to streaming audio news and information. Over time- it personalizes your stream with content based on your preferences and the wisdom of the community.,https://www.swell.am,<a href='/team/joe-kraus'>Joe Kraus</a>,* Acquired in 2014
Swing Education,Swing Education matches top educators to flexible substitute teaching opportunities at local schools.,https://swingeducation.com,<a href='/team/laura-melahn'>Laura Melahn</a>,No Exit Yet
Synack,Synack is redefining the traditional model of security testing with technology that allows customers to safely engage a global- on-demand community of trusted security researchers. Synacks scalable platform enables rapid and efficient vulnerability discovery.,https://synack.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
SQZ Biotech,SQZ Biotech is developing a new generation of cell therapies that harness the bodys natural immune system to combat disease.,https://sqzbiotech.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Tala,Tala creates financial products for customers in emerging markets- using data to build a new kind of credit score.,https://tala.co,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Tamr,Tamr is a data connection platform that dramatically reduces the time and effort required to connect and enrich data sources allowing data scientists- analysts- and managers to focus on data-driven innovation.,https://www.tamr.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Teem,Teem provides employee meeting tools and activity-driven insights- including conference room displays- streamlined visitor management- and detailed workplace analytics that drive better decisions on space and facilities utilization.,https://teem.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by WeWork- 2018
tenXer,tenXer is a personal productivity service designed to revolutionize human capital management by combining performance data with social and game-like motivation systems. tenXer makes work better and your work better.,https://www.tenxer.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Twitter- 2015
The Climate Corporation,The Climate Corporation helps people and businesses adapt to climate change through technologically advanced weather insurance products.,https://www.climate.com,,* Acquired by Monsanto- 2013
The Players' Tribune,The Players Tribune is a media company that provides athletes with a platform to connect directly with their fans- in their own words. Through long- and short-form stories- video series- and podcasts- The Players Tribune brings fans closer than ever to the games they love.,https://www.theplayerstribune.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
TheSkimm,TheSkimm breaks down the most important news of the day- making it easier to live smarter.,https://www.theskimm.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
ThinkNear,ThinkNear helps local merchants increase profitability with a yield management solution. The product requires no hardware- takes under 5 minutes to set-up- and runs in the background- continuously getting smarter about which discounts and channels to use to keep merchants as busy as possible at all times.,https://www.thinknear.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Telenav- 2012
ThousandEyes,ThousandEyes is a network intelligence platform that provides immediate insights across all the networks and connected devices organizations rely on.,https://www.thousandeyes.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
TinyRx,TinyRx improves access to health care with same day- on demand prescription delivery.,https://www.tinyrx.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Toast,Toast is an all-in-one restaurant management system.,https://pos.toasttab.com,<a href='/team/rich-miner'>Rich Miner</a>,No Exit Yet
Tracelytics,Tracelytics provides next-generation application performance management (APM) software as a service. Tracelytics' solution offers customers insight into the performance of their web applications- revealing what's going wrong and what could be done better.,https://www.tracelytics.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by AppNeta- 2012
Transcriptic,Transcriptic is a biotech company developing next-generation lab automation and virtualization technology.,https://www.transcriptic.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Transphorm,Transphorm makes ultra-efficient power modules that eliminate up to 90% of all electric conversion losses. From HVACs to hybrids; servers to solar panels  Transphorm enables significant energy savings across the grid.,https://www.transphormusa.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
TravelJoy,TravelJoy helps you book your ideal client faster- with less legwork.,https://www.traveljoy.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,No Exit Yet
TrueLens,TrueLens develops solutions for marketers to better target customers by interests and intent using social media data.,https://www.truelens.com,,No Exit Yet
TuneIn,TuneIn is a free service that lets people listen to music- sports- and news from around the world. TuneIn offers over 70-000 stations and 2 million on-demand programs- making it easy for people to listen to what they love.,https://tunein.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Turo,Turo is a car rental marketplace where travelers can rent any car they want- wherever they want it- from a nationwide community of local car owners.,https://turo.com,<a href='/team/joe-kraus'>Joe Kraus</a>,No Exit Yet
Twyla,Twyla is changing the way people buy art by connecting them to exclusive limited edition works from top contemporary artists.,https://www.twyla.com,<a href='/team/david-krane'>David Krane</a>,No Exit Yet
Uber,Uber is evolving the way the world moves. By seamlessly connecting riders to drivers through mobile apps- they make cities more accessible- opening up more possibilities for riders and more business for drivers.,https://uber.com,<a href='/team/david-krane'>David Krane</a>,* NYSE: UBER
UberSense,UberSense is creating a smart software solution that helps athletes achieve their full athletic ability using video and collaboration.,https://www.ubersense.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Hudl- 2014
Udacity,Udacity provides online courses and credentials to bring accessible- affordable- and highly effective higher education to the world.,https://www.udacity.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
UJET,UJET brings joy to customer support by helping companies resolve problems faster.,https://www.ujet.co,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Unbabel,Unbabel is a human corrected machine translation service to help businesses communicate with customers globally.,https://www.unbabel.com,,No Exit Yet
Upbound,Upbound is a cloud-native computing company enabling organizations to run- scale- and optimize their services across multiple public and private cloud environments.,https://www.upbound.io,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Upstart,Upstart is an online lending platform that goes beyond the FICO score to finance people based on signals of their potential- including schools attended- area of study- academic performance- and work history. Their proprietary underwriting model identifies high quality borrowers despite limited credit and employment experience.,https://www.upstart.com,,No Exit Yet
Upthere,Upthere is building the future of the cloud.,https://www.upthere.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Western Digital- 2017
Urban Engines,Urban Engines reduces congestion by combining insights and incentives to ease the time and stress of daily commutes.,No Link,<a href='/team/david-krane'>David Krane</a>,* Acquired by Google- 2016
URX,URX creates product ads for mobile apps- enabling advertisers to link directly to product pages in their mobile apps.,https://urx.com,<a href='/team/mg-siegler'>M.G. Siegler</a>,* Acquired by Pinterest- 2016
Veem,Veem is a next-generation platform that enables business-to-business payments in local currency.,https://veem.com,<a href='/team/karim-faris'>Karim Faris</a>,No Exit Yet
Veo Robotics,Veo Robotics transforms manufacturing by incorporating computer vision- 3D sensing- and AI into industrial robots.,https://www.veobot.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Verana Health,Verana Health enables life science companies to make informed decisions using real-world data from the world's largest clinical specialty database,https://veranahealth.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Verve,Verve is focused on discovering and developing therapies that safely edit the genomes of adults to confer protection against coronary artery disease- the most common type of heart disease and the leading cause of death worldwide.,https://vervetx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
VIDA,VIDA is an online retail store of exclusive apparel designed by a partnership of designers- artists- and makers from around the world.,https://shopvida.com,,* Acquired by Cimpress- 2018
VigLink,VigLink is a tool for publishers of all sizes to make monetization of their outbound links effortless- transparent- and honest.,https://www.viglink.com,<a href='/team/tyson-clark'>Tyson Clark</a>,* Acquired by Sovrn- 2018
Viz.ai,Viz.ai is using artificial intelligence to automatically identify and triage suspected LVO strokes.,https://www.viz.ai,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Voicea,Voicea leverages A.I. technology to harness the power of voice in the workplace.,https://www.voicea.com,<a href='/team/adam-ghobarah'>Adam Ghobarah</a>,No Exit Yet
Vungle,Vungle helps mobile app developers promote their apps through video trailers.,https://www.vungle.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Walker and Company,Walker and Company makes health and beauty products for people of color.,https://www.walkerandcompany.com,,* Acquired by Procter & Gamble- 2018
Wander,Wander is a beautiful way to share and experience the world.,https://www.onwander.com,<a href='/team/rich-miner'>Rich Miner</a>,* Acquired by Yahoo!- 2014
Wearable Intelligence,Wearable Intelligence is helping service workers go hands-free by providing enterprise solutions for wearable technology- including Google Glass.,https://wearableintelligence.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Weaveworks,Weaveworks is the software company that develops Weave- the most productive way for developers to connect- observe- and control Docker containers.,https://www.weave.works,<a href='/team/tom-hulme'>Tom Hulme</a>,No Exit Yet
Wingu,Wingu envisioned and is developing the first Research Intelligence solution designed to increase the operational efficiency of outsourced and distributed R&amp;D in the pharmaceutical industry.,https://www.wingu.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,* Acquired by PerkinElmer- 2014
Wonder Workshop,Wonder Workshop makes robotics fun and accessible for young kids.,https://www.makewonder.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
Yellowbrick Data,Yellowbrick Data brings simplicity back to analytics and data warehousing with its platform for hybrid cloud environments.,https://yellowbrickdata.com,<a href='/team/dave-munichiello'>Dave Munichiello</a>,No Exit Yet
Yesware,Yesware helps salespeople close more deals faster. The company provides services in Gmail- on mobile phones- and beyond to improve sales efficiency and effectiveness.,https://www.yesware.com,<a href='/team/tyson-clark'>Tyson Clark</a>,No Exit Yet
Yieldify,Yieldify specializes in customer conversion- helping digital marketers predict- adapt to- and measure their visitors' email and on site behavior.,https://yieldify.com,,No Exit Yet
Yieldmo,Yieldmo is rethinking mobile advertising to optimize yield for publishers- ROI for marketers- and the experience for consumers.,https://www.yieldmo.com,,No Exit Yet
ZappRx,ZappRx is modernizing and simplifying the way specialty medications are managed. The company provides a secure- collaborative online platform that allows patients- physicians- and pharmacists to work together to improve patients access to treatment.,https://www.zapprx.com,<a href='/team/krishna-yeshwant'>Krishna Yeshwant</a>,No Exit Yet
Zencoder,Zencoder offers high-performance video encoding as a service in the cloud. Zencoder is also the creator of VideoJS- the leading open-source HTML5 video player.,https://www.zencoder.com,<a href='/team/karim-faris'>Karim Faris</a>,* Acquired by Brightcove- 2012
Zephyr Health,Zephyr Health provides insights-as-a-service- harnessing the power of global health data to address critical business and patient needs.,https://zephyrhealth.com,<a href='/team/blake-byers'>Blake Byers</a>,No Exit Yet
Zeus Living,Zeus leases unfurnished- privately-owned homes and convert them into expertly appointed- convenient- and full-service corporate housing units for todays global professional.,https://zeusliving.com,,No Exit Yet
Zipline,Zipline delivers lifesaving medicine to previously unreachable parts of the world using a fleet of autonomous electric airplanes.,https://flyzipline.com,<a href='/team/andy-wheeler'>Andy Wheeler</a>,No Exit Yet
